;"Activity type","Duration","From","To","Comment"
"Work Orphic","01:01","2019-05-05 00:28","2019-05-05 01:29",
"Me time","01:14","2019-05-04 23:13","2019-05-05 00:28",
"Transport","00:25","2019-05-04 22:48","2019-05-04 23:13",
"Social / family","03:14","2019-05-04 19:33","2019-05-04 22:48",
"Transport","00:31","2019-05-04 19:01","2019-05-04 19:33",
"Productivity ","02:58","2019-05-04 16:03","2019-05-04 19:01",
"Sport","02:04","2019-05-04 13:58","2019-05-04 16:03",
"Transport","00:42","2019-05-04 13:16","2019-05-04 13:58",
"Productivity ","00:10","2019-05-04 13:05","2019-05-04 13:16",
"Food","00:30","2019-05-04 12:35","2019-05-04 13:05",
"Transport","00:32","2019-05-04 12:03","2019-05-04 12:35",
"Class","03:24","2019-05-04 08:38","2019-05-04 12:03",
"Transport","00:11","2019-05-04 08:27","2019-05-04 08:38",
"Food","00:09","2019-05-04 08:01","2019-05-04 08:10",
"Study","01:23","2019-05-04 06:37","2019-05-04 08:01",
"Routine","00:11","2019-05-04 06:26","2019-05-04 06:37",
"Sleep","04:11","2019-05-04 02:14","2019-05-04 06:25",
"Routine","00:40","2019-05-04 01:34","2019-05-04 02:14",
"Study","01:41","2019-05-03 23:52","2019-05-04 01:34",
"Me time","00:42","2019-05-03 23:09","2019-05-03 23:52",
"Productivity ","00:32","2019-05-03 22:37","2019-05-03 23:09",
"Food","00:38","2019-05-03 21:58","2019-05-03 22:37",
"Productivity ","00:00","2019-05-03 21:58","2019-05-03 21:58",
"Study","01:02","2019-05-03 20:56","2019-05-03 21:58",
"Default actions","00:55","2019-05-03 20:00","2019-05-03 20:56",
"Productivity ","00:49","2019-05-03 19:10","2019-05-03 20:00",
"Study","01:19","2019-05-03 17:50","2019-05-03 19:10",
"Routine","00:20","2019-05-03 17:30","2019-05-03 17:50",
"Food","00:34","2019-05-03 16:56","2019-05-03 17:30",
"Sleep","04:15","2019-05-03 12:40","2019-05-03 16:56",
"Default actions","01:24","2019-05-03 11:15","2019-05-03 12:40",
"Productivity ","02:04","2019-05-03 09:11","2019-05-03 11:15",
"Sleep","05:54","2019-05-03 03:16","2019-05-03 09:11",
"Default actions","04:06","2019-05-02 23:10","2019-05-03 03:16",
"Food","00:15","2019-05-02 22:24","2019-05-02 22:40",
"Transport","00:09","2019-05-02 22:15","2019-05-02 22:24",
"Study","00:20","2019-05-02 21:54","2019-05-02 22:15",
"Productivity ","01:47","2019-05-02 20:07","2019-05-02 21:54",
"Study","00:07","2019-05-02 20:00","2019-05-02 20:07",
"Productivity ","00:38","2019-05-02 19:22","2019-05-02 20:00",
"Transport","00:17","2019-05-02 19:04","2019-05-02 19:22",
"Routine","00:35","2019-05-02 18:29","2019-05-02 19:04",
"Routine","00:13","2019-05-02 18:16","2019-05-02 18:29",
"Food","00:38","2019-05-02 17:37","2019-05-02 18:16",
"Productivity ","00:44","2019-05-02 16:53","2019-05-02 17:37",
"Transport","00:26","2019-05-02 16:27","2019-05-02 16:53",
"Sport","02:22","2019-05-02 14:04","2019-05-02 16:26",
"Transport","00:00","2019-05-02 14:04","2019-05-02 14:04",
"Transport","00:11","2019-05-02 13:53","2019-05-02 14:04",
"Study","01:21","2019-05-02 12:31","2019-05-02 13:53",
"Routine","00:18","2019-05-02 12:12","2019-05-02 12:31",
"Food","00:11","2019-05-02 12:00","2019-05-02 12:12",
"Study","01:01","2019-05-02 10:59","2019-05-02 12:00",
"Routine","00:06","2019-05-02 10:52","2019-05-02 10:59",
"Sleep","09:24","2019-05-02 01:27","2019-05-02 10:52",
"Routine","00:17","2019-05-02 01:10","2019-05-02 01:27",
"Social / family","02:07","2019-05-01 23:03","2019-05-02 01:10",
"Transport","00:11","2019-05-01 22:51","2019-05-01 23:03",
"Work Orphic","00:21","2019-05-01 22:29","2019-05-01 22:51",
"Work FBA","02:38","2019-05-01 19:50","2019-05-01 22:29",
"Food","01:26","2019-05-01 18:23","2019-05-01 19:50",
"Transport","00:38","2019-05-01 17:45","2019-05-01 18:23",
"Productivity ","04:43","2019-05-01 13:01","2019-05-01 17:45",
"Transport","00:21","2019-05-01 12:39","2019-05-01 13:01",
"Food","00:30","2019-05-01 12:00","2019-05-01 12:30",""
"Routine","01:00","2019-05-01 11:00","2019-05-01 12:00",""
"Sleep","09:27","2019-05-01 01:32","2019-05-01 11:00",""
"Routine","00:24","2019-05-01 01:08","2019-05-01 01:32",
"Conscious entertainment ","02:15","2019-04-30 22:52","2019-05-01 01:08",
"Food","00:30","2019-04-30 22:20","2019-04-30 22:50",""
"Transport","00:40","2019-04-30 21:39","2019-04-30 22:20",""
"Class","02:51","2019-04-30 18:47","2019-04-30 21:39",
"Transport","00:50","2019-04-30 17:56","2019-04-30 18:47",
"Productivity ","01:15","2019-04-30 16:40","2019-04-30 17:56",
"Food","00:37","2019-04-30 16:03","2019-04-30 16:40",
"Productivity ","00:15","2019-04-30 15:48","2019-04-30 16:03",
"Food","00:22","2019-04-30 15:25","2019-04-30 15:48",
"Transport","00:33","2019-04-30 14:51","2019-04-30 15:25",
"Sport","01:34","2019-04-30 13:16","2019-04-30 14:51",
"Transport","00:00","2019-04-30 13:16","2019-04-30 13:16",
"Productivity ","01:58","2019-04-30 11:17","2019-04-30 13:16",
"Transport","00:22","2019-04-30 10:55","2019-04-30 11:17",
"Routine","00:06","2019-04-30 10:48","2019-04-30 10:55",
"Food","00:15","2019-04-30 10:33","2019-04-30 10:48",
"Sleep","11:00","2019-04-29 23:32","2019-04-30 10:33",
"Routine","00:04","2019-04-29 23:27","2019-04-29 23:32",
"Work CAIJ corpo","00:51","2019-04-29 22:36","2019-04-29 23:27",
"Conscious entertainment ","00:56","2019-04-29 21:40","2019-04-29 22:36",
"Food","01:04","2019-04-29 20:35","2019-04-29 21:40",
"Routine","00:17","2019-04-29 20:17","2019-04-29 20:35",
"Productivity ","03:24","2019-04-29 16:50","2019-04-29 20:15",""
"Social / family","00:31","2019-04-29 16:19","2019-04-29 16:50",
"Productivity ","01:47","2019-04-29 14:31","2019-04-29 16:19",
"Food","00:50","2019-04-29 13:41","2019-04-29 14:31",
"Transport","00:20","2019-04-29 13:21","2019-04-29 13:41",
"Sport","01:59","2019-04-29 11:21","2019-04-29 13:21",
"Routine","00:37","2019-04-29 10:40","2019-04-29 11:18",
"Sleep","08:47","2019-04-29 01:53","2019-04-29 10:40",
"Routine","00:17","2019-04-29 01:35","2019-04-29 01:53",
"Transport","00:41","2019-04-29 00:54","2019-04-29 01:35",
"Social / family","04:31","2019-04-28 20:22","2019-04-29 00:54",
"Food","00:42","2019-04-28 19:39","2019-04-28 20:22",
"Transport","00:17","2019-04-28 19:22","2019-04-28 19:39",
"Me time","00:50","2019-04-28 18:31","2019-04-28 19:22",
"Study","00:00","2019-04-28 18:31","2019-04-28 18:31",
"Work CAIJ intra","01:18","2019-04-28 17:13","2019-04-28 18:31",
"Social / family","00:43","2019-04-28 16:29","2019-04-28 17:13",
"Productivity ","05:29","2019-04-28 11:00","2019-04-28 16:29",
"Transport","00:12","2019-04-28 10:47","2019-04-28 10:59",
"Food","00:20","2019-04-28 10:26","2019-04-28 10:47",
"Work CAIJ intra","01:36","2019-04-28 08:50","2019-04-28 10:26",
"Work Orphic","00:14","2019-04-28 08:36","2019-04-28 08:50",
"Routine","00:24","2019-04-28 08:11","2019-04-28 08:36",
"Sleep","09:29","2019-04-27 22:42","2019-04-28 08:11",
"Social / family","05:24","2019-04-27 17:18","2019-04-27 22:42",
"Transport","00:26","2019-04-27 16:51","2019-04-27 17:18",
"Conscious entertainment ","00:53","2019-04-27 15:57","2019-04-27 16:51",
"Food","00:17","2019-04-27 15:40","2019-04-27 15:57",
"Productivity ","00:35","2019-04-27 15:05","2019-04-27 15:40",""
"Transport","00:48","2019-04-27 14:16","2019-04-27 15:05",""
"Routine","00:38","2019-04-27 13:37","2019-04-27 14:16",
"Productivity ","01:08","2019-04-27 12:28","2019-04-27 13:37",
"Transport","00:24","2019-04-27 12:04","2019-04-27 12:28",
"Class","03:13","2019-04-27 08:51","2019-04-27 12:04",
"Transport","00:20","2019-04-27 08:30","2019-04-27 08:51",
"Routine","00:13","2019-04-27 08:16","2019-04-27 08:30",
"Sleep","05:45","2019-04-27 02:31","2019-04-27 08:16",
"Study","00:00","2019-04-27 02:31","2019-04-27 02:31",
"Me time","02:39","2019-04-26 23:51","2019-04-27 02:31",
"Transport","00:23","2019-04-26 23:27","2019-04-26 23:51",
"Social / family","01:37","2019-04-26 21:49","2019-04-26 23:27",
"Food","00:34","2019-04-26 21:15","2019-04-26 21:49",
"Social / family","01:08","2019-04-26 20:06","2019-04-26 21:15",
"Study","02:18","2019-04-26 17:48","2019-04-26 20:06",
"Productivity ","00:27","2019-04-26 17:20","2019-04-26 17:48",
"Food","00:50","2019-04-26 16:27","2019-04-26 17:17",
"Productivity ","00:12","2019-04-26 16:15","2019-04-26 16:27",
"Sport","02:38","2019-04-26 13:36","2019-04-26 16:15",
"Transport","00:25","2019-04-26 13:11","2019-04-26 13:36",
"Sleep","00:18","2019-04-26 12:53","2019-04-26 13:11",
"Social / family","01:02","2019-04-26 11:50","2019-04-26 12:53",
"Study","00:06","2019-04-26 11:44","2019-04-26 11:50",
"Routine","00:58","2019-04-26 10:45","2019-04-26 11:43",
"Sleep","09:46","2019-04-26 00:58","2019-04-26 10:45",
"Study","00:00","2019-04-26 00:58","2019-04-26 00:58",
"Social / family","00:23","2019-04-26 00:35","2019-04-26 00:58",
"Social / family","00:21","2019-04-26 00:13","2019-04-26 00:35",
"Food","00:28","2019-04-25 23:44","2019-04-26 00:13",
"Social / family","01:07","2019-04-25 22:37","2019-04-25 23:44",
"Transport","00:15","2019-04-25 22:22","2019-04-25 22:37",
"Social / family","03:20","2019-04-25 19:01","2019-04-25 22:22",
"Transport","00:28","2019-04-25 18:32","2019-04-25 19:01",
"Social / family","00:08","2019-04-25 18:23","2019-04-25 18:32",
"Productivity ","00:39","2019-04-25 17:43","2019-04-25 18:23",
"Food","01:23","2019-04-25 16:20","2019-04-25 17:43",
"Productivity ","00:28","2019-04-25 15:51","2019-04-25 16:20",
"Transport","00:00","2019-04-25 15:51","2019-04-25 15:51",
"Sport","02:11","2019-04-25 13:40","2019-04-25 15:51",
"Transport","00:19","2019-04-25 13:20","2019-04-25 13:40",
"Productivity ","00:08","2019-04-25 13:12","2019-04-25 13:20",
"Food","00:21","2019-04-25 12:51","2019-04-25 13:12",
"Work Lumed","00:47","2019-04-25 12:03","2019-04-25 12:51",
"Work CAIJ intra","02:04","2019-04-25 09:58","2019-04-25 12:03",
"Sleep","07:53","2019-04-25 01:32","2019-04-25 09:25",
"Routine","00:23","2019-04-25 01:08","2019-04-25 01:32",
"Transport","00:21","2019-04-25 00:46","2019-04-25 01:08",
"Social / family","00:35","2019-04-25 00:11","2019-04-25 00:46",
"Food","00:31","2019-04-24 23:40","2019-04-25 00:11",
"Sport","01:44","2019-04-24 21:55","2019-04-24 23:40",
"Social / family","02:35","2019-04-24 19:19","2019-04-24 21:55",
"Work CAIJ intra","00:06","2019-04-24 19:12","2019-04-24 19:19",
"Food","00:14","2019-04-24 18:58","2019-04-24 19:12",
"Default actions","00:33","2019-04-24 18:24","2019-04-24 18:58",
"Productivity ","01:54","2019-04-24 16:26","2019-04-24 18:21",
"Default actions","00:38","2019-04-24 14:42","2019-04-24 15:20",
"Work Lumed","01:44","2019-04-24 14:42","2019-04-24 16:26",
"Transport","00:39","2019-04-24 12:40","2019-04-24 13:19",
"Social / family","00:12","2019-04-24 12:27","2019-04-24 12:40",
"Food","00:28","2019-04-24 11:59","2019-04-24 12:27",
"Social / family","01:39","2019-04-24 10:16","2019-04-24 11:55",
"Work CAIJ intra","00:19","2019-04-24 09:56","2019-04-24 10:16",
"Work CAIJ intra","01:09","2019-04-24 08:47","2019-04-24 09:56",
"Routine","00:30","2019-04-24 08:17","2019-04-24 08:47",
"Sleep","07:49","2019-04-24 00:27","2019-04-24 08:17",
"Work CAIJ intra","01:41","2019-04-23 22:46","2019-04-24 00:27",
"Food","00:10","2019-04-23 22:35","2019-04-23 22:46",
"Transport","00:31","2019-04-23 22:03","2019-04-23 22:35",
"Work CAIJ intra","01:58","2019-04-23 20:05","2019-04-23 22:03",""
"Food","00:22","2019-04-23 19:42","2019-04-23 20:05",""
"Transport","00:31","2019-04-23 19:11","2019-04-23 19:42",
"Productivity ","00:17","2019-04-23 18:53","2019-04-23 19:11",
"Transport","00:17","2019-04-23 18:36","2019-04-23 18:53",
"Work CAIJ intra","00:41","2019-04-23 17:54","2019-04-23 18:36",
"Transport","00:27","2019-04-23 17:26","2019-04-23 17:54",
"Food","00:10","2019-04-23 17:13","2019-04-23 17:23",
"Work CAIJ intra","02:17","2019-04-23 14:55","2019-04-23 17:13",
"Food","00:16","2019-04-23 14:39","2019-04-23 14:55",
"Transport","00:37","2019-04-23 14:01","2019-04-23 14:39",
"Work Orphic","00:36","2019-04-23 13:24","2019-04-23 14:01",
"Sleep","10:45","2019-04-23 02:39","2019-04-23 13:24",
"Routine","00:12","2019-04-23 02:26","2019-04-23 02:39",
"Transport","00:19","2019-04-23 02:07","2019-04-23 02:26",
"Conscious entertainment ","01:04","2019-04-23 01:06","2019-04-23 02:10",""
"Sport","01:57","2019-04-22 23:08","2019-04-23 01:06",""
"Social / family","04:30","2019-04-22 18:38","2019-04-22 23:08",
"Transport","00:49","2019-04-22 17:48","2019-04-22 18:38",
"Productivity ","00:04","2019-04-22 17:43","2019-04-22 17:48",
"Work CAIJ intra","02:17","2019-04-22 15:18","2019-04-22 17:35",
"Food","00:40","2019-04-22 14:35","2019-04-22 15:15",""
"Transport","00:28","2019-04-22 14:06","2019-04-22 14:35",""
"Productivity ","03:18","2019-04-22 10:47","2019-04-22 14:06",
"Transport","00:30","2019-04-22 10:17","2019-04-22 10:47",
"Routine","00:26","2019-04-22 09:50","2019-04-22 10:17",
"Sleep","07:37","2019-04-22 02:13","2019-04-22 09:50",
"Class","00:00","2019-04-22 02:12","2019-04-22 02:13",
"Routine","00:23","2019-04-22 01:49","2019-04-22 02:13",
"Social / family","05:30","2019-04-21 20:18","2019-04-22 01:49",
"Transport","00:17","2019-04-21 20:00","2019-04-21 20:18",
"Non-class learning/prod","02:40","2019-04-21 17:19","2019-04-21 20:00",
"Work CAIJ intra","02:33","2019-04-21 14:46","2019-04-21 17:19",
"Non-class learning/prod","02:37","2019-04-21 12:08","2019-04-21 14:46",
"Food","00:32","2019-04-21 11:28","2019-04-21 12:01",
"Routine","00:12","2019-04-21 11:16","2019-04-21 11:28",
"Sleep","09:30","2019-04-21 01:45","2019-04-21 11:15",""
"Non-class learning/prod","00:45","2019-04-21 01:00","2019-04-21 01:45",""
"Routine","00:20","2019-04-21 00:39","2019-04-21 01:00",""
"Food","00:00","2019-04-21 00:39","2019-04-21 00:39",
"Social / family","01:49","2019-04-20 22:50","2019-04-21 00:39",
"Food","00:57","2019-04-20 19:11","2019-04-20 20:08",
"Conscious entertainment ","00:29","2019-04-20 18:07","2019-04-20 18:36",
"Food","00:24","2019-04-20 16:00","2019-04-20 16:25",
"Work CAIJ intra","06:49","2019-04-20 16:00","2019-04-20 22:50",
"Work CAIJ intra","02:27","2019-04-20 13:32","2019-04-20 16:00",
"Conscious entertainment ","00:36","2019-04-20 12:56","2019-04-20 13:32",
"Productivity ","00:47","2019-04-20 12:08","2019-04-20 12:56",
"Routine","00:23","2019-04-20 11:44","2019-04-20 12:07",
"Sleep","10:05","2019-04-20 01:38","2019-04-20 11:44",
"Me time","01:39","2019-04-19 23:58","2019-04-20 01:38",
"Food","00:31","2019-04-19 23:27","2019-04-19 23:58",
"Work CAIJ intra","06:07","2019-04-19 17:20","2019-04-19 23:27",
"Productivity ","00:32","2019-04-19 16:47","2019-04-19 17:20",
"Food","00:02","2019-04-19 16:45","2019-04-19 16:47",
"Sport","01:05","2019-04-19 15:39","2019-04-19 16:45",
"Transport","00:15","2019-04-19 15:23","2019-04-19 15:39",
"Work CAIJ intra","00:59","2019-04-19 14:24","2019-04-19 15:23",
"Productivity ","00:40","2019-04-19 13:42","2019-04-19 14:22",
"Conscious entertainment ","01:03","2019-04-19 12:38","2019-04-19 13:42",
"Routine","00:11","2019-04-19 12:27","2019-04-19 12:38",
"Sleep","10:28","2019-04-19 01:59","2019-04-19 12:27",
"Routine","00:14","2019-04-19 01:44","2019-04-19 01:59",
"Conscious entertainment ","01:23","2019-04-19 00:20","2019-04-19 01:44",
"Me time","00:00","2019-04-19 00:20","2019-04-19 00:20",
"Productivity ","01:07","2019-04-18 23:13","2019-04-19 00:20",
"Transport","00:23","2019-04-18 22:50","2019-04-18 23:13",
"Social / family","01:18","2019-04-18 21:31","2019-04-18 22:49",
"Productivity ","00:41","2019-04-18 20:50","2019-04-18 21:31",
"Transport","00:12","2019-04-18 20:38","2019-04-18 20:50",
"Food","00:15","2019-04-18 20:22","2019-04-18 20:38",
"Social / family","01:44","2019-04-18 18:37","2019-04-18 20:21",
"Productivity ","00:31","2019-04-18 18:05","2019-04-18 18:37",
"Transport","00:17","2019-04-18 17:48","2019-04-18 18:05",
"Food","00:00","2019-04-18 17:48","2019-04-18 17:48",
"Transport","00:17","2019-04-18 17:30","2019-04-18 17:48",
"Sport","00:58","2019-04-18 16:32","2019-04-18 17:30",
"Transport","00:15","2019-04-18 16:17","2019-04-18 16:32",
"Default actions","00:31","2019-04-18 15:45","2019-04-18 16:17",
"Me time","01:52","2019-04-18 13:53","2019-04-18 15:45",
"Productivity ","00:25","2019-04-18 13:22","2019-04-18 13:48",
"Transport","00:20","2019-04-18 13:02","2019-04-18 13:22",
"Productivity ","00:19","2019-04-18 12:42","2019-04-18 13:02",
"Food","00:05","2019-04-18 12:37","2019-04-18 12:42",
"Work CAIJ corpo","00:12","2019-04-18 12:25","2019-04-18 12:37",
"Food","00:14","2019-04-18 12:10","2019-04-18 12:24",
"Work CAIJ intra","00:21","2019-04-18 11:49","2019-04-18 12:10",
"Social / family","00:48","2019-04-18 11:01","2019-04-18 11:49",
"Work Orphic","01:11","2019-04-18 09:50","2019-04-18 11:01",""
"Routine","00:33","2019-04-18 09:16","2019-04-18 09:50",""
"Sleep","09:54","2019-04-17 23:21","2019-04-18 09:16",
"Routine","00:12","2019-04-17 23:08","2019-04-17 23:21",
"Productivity ","01:32","2019-04-17 21:36","2019-04-17 23:08",
"Social / family","00:45","2019-04-17 20:30","2019-04-17 21:15",""
"Food","00:30","2019-04-17 20:00","2019-04-17 20:30",""
"Sport","01:17","2019-04-17 18:42","2019-04-17 20:00",""
"Transport","00:31","2019-04-17 18:10","2019-04-17 18:42",
"Productivity ","01:13","2019-04-17 16:57","2019-04-17 18:10",
"Transport","00:48","2019-04-17 16:09","2019-04-17 16:57",
"Class","02:15","2019-04-17 13:53","2019-04-17 16:09",
"Me time","00:26","2019-04-17 13:26","2019-04-17 13:53",
"Study","00:21","2019-04-17 13:05","2019-04-17 13:26",
"Food","00:14","2019-04-17 12:50","2019-04-17 13:05",
"Productivity ","00:31","2019-04-17 12:18","2019-04-17 12:50",
"Transport","00:44","2019-04-17 11:34","2019-04-17 12:18",
"Study","00:48","2019-04-17 10:45","2019-04-17 11:34",""
"Routine","00:13","2019-04-17 10:31","2019-04-17 10:45",""
"Sleep","10:42","2019-04-16 23:48","2019-04-17 10:31",
"Routine","00:21","2019-04-16 23:27","2019-04-16 23:48",
"Social / family","04:21","2019-04-16 19:05","2019-04-16 23:27",
"Productivity ","00:30","2019-04-16 18:33","2019-04-16 19:04",
"Transport","00:16","2019-04-16 18:16","2019-04-16 18:33",
"Study","00:11","2019-04-16 18:04","2019-04-16 18:16",
"Transport","00:12","2019-04-16 17:52","2019-04-16 18:04",
"Productivity ","01:01","2019-04-16 16:50","2019-04-16 17:52",
"Food","00:58","2019-04-16 15:51","2019-04-16 16:50",
"Productivity ","00:31","2019-04-16 15:20","2019-04-16 15:51",
"Sport","01:12","2019-04-16 14:07","2019-04-16 15:20",
"Transport","00:25","2019-04-16 13:42","2019-04-16 14:07",
"Study","00:09","2019-04-16 13:32","2019-04-16 13:42",
"Food","00:14","2019-04-16 13:18","2019-04-16 13:32",
"Study","00:00","2019-04-16 13:18","2019-04-16 13:18",
"Work Parox","00:19","2019-04-16 12:58","2019-04-16 13:18",
"Work Orphic","00:08","2019-04-16 12:51","2019-04-16 13:00",
"Routine","00:08","2019-04-16 12:43","2019-04-16 12:51",
"Sleep","12:47","2019-04-15 23:55","2019-04-16 12:43",
"Routine","00:25","2019-04-15 23:29","2019-04-15 23:55",
"Me time","01:23","2019-04-15 22:05","2019-04-15 23:29",
"Work Lumed","02:13","2019-04-15 19:51","2019-04-15 22:05",
"Food","00:30","2019-04-15 19:15","2019-04-15 19:45",""
"Transport","00:09","2019-04-15 19:05","2019-04-15 19:15",""
"Sport","00:59","2019-04-15 18:05","2019-04-15 19:05",
"Transport","00:14","2019-04-15 17:50","2019-04-15 18:05",
"Work CBO","00:12","2019-04-15 17:38","2019-04-15 17:50",
"Productivity ","00:09","2019-04-15 17:28","2019-04-15 17:38",
"Conscious entertainment ","00:42","2019-04-15 16:45","2019-04-15 17:28",
"Productivity ","00:11","2019-04-15 16:34","2019-04-15 16:45",
"Work Parox","00:18","2019-04-15 16:09","2019-04-15 16:27",
"Work CBO","00:06","2019-04-15 16:02","2019-04-15 16:09",
"Work CAIJ intra","00:47","2019-04-15 15:46","2019-04-15 16:34",
"Study","00:09","2019-04-15 15:36","2019-04-15 15:46",
"Productivity ","00:08","2019-04-15 15:28","2019-04-15 15:36",
"Food","00:30","2019-04-15 14:58","2019-04-15 15:28",
"Transport","00:24","2019-04-15 14:33","2019-04-15 14:58",
